ASVID	inhibitory_probability_alex	inhibitory_probability_woodhams	inhibitory_probability_tree	tree_cophen_dist	avePercIdent_blast_woodhams	avePercIdent_blast_alex	Matched_AlexID	knownInhibitory	Inhibitory01	dataset	IsolateID	Isolate	tipColInhib	tipColDataset
bc104ec6a2062dd2276477e2fa0c8ed1	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d446b3bf7abe4858d7575c2d2264e76e	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
4515126fd2f04528ca8ae12c2719e2e1	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6235a82ee541d33d7d8069c9b92ebf81	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
888d54962466f544d4e1ac4baa4b291a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
09016ce3f7f2ed2a5e2ac9f68c0dc2a7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6564c32a09104bf49350397344499ef9	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a4d265fad24646b34192dbf5f0099a3c	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
8b3109cb98bc379c4c094dbcf8bc2b2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
378bd468b1175190e337262d22ca2da2	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
60d451d2390c6eb245d6a9e065e7d44a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b5a5f4bdcc24a1fd6135f1da774f288a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
83670ece3d8f5f8a2891a515912dccf7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1aa45332969575442e0a457ef371669d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b933bff3287aad56d00cdb836e3557f7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
9a77724952a48ec9fc2580ce2d8dee26	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
290e1a6ee8721a368be87a2e9029df9f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
72af5693b943918d07df3fb628f53e8c	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
03aed894f32f78cd3f85b4f00e9cc35f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
820b7fc4077f0a83f151259b47643717	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5756c7e1c93d4080447f7868519af977	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6efbc7ac3965a56c86e119ec69babdd0	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d78dccbd85b3e908640126849b069f24	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f586ebca24f4a5b3187d48bb2bf549fc	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
cc9b692c8a938db70a6f5039bfda2822	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
064c47bd736bdf06e84b92f6c56df949	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f0a56ed34cd90767875090c4a1fa994c	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b6ac5b170e4514696edfd7d482c4ec0e	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
e3bf60939712aba690415d69ef61bce4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
58fa394398365fc5b1b1c595c5f74a0a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
eb9fa8e001dabcbc9711f7fba9e75097	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5c5f836a90d8b1b5255f6e36a766e5ff	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1b826dac619ee32d5c253545360c5ab8	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
67bd71f61cc04474e3ff8243f34351e7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a42c416b0397c71247793bec08a5ad85	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
56785c5cfbd101a4fa522dbc49dd72f0	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
041fafd23c57163c58b13a275efcb849	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
0a240e26fafe0e2ca074d845963b7fbd	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
73a6884c5d2696bbcb7bd8edde79ba27	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6b46f7e512cd9210034d43c277cdc075	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a70a7400cb5bf56b2a51e1387fe778bc	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
48a7af65c55adc4dd66178efefb01ed9	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c2a6906ea4cb10ae85c299b3a013e280	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
06b2c0578203ebd7d7925734b914a7e1	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c4dfc7025f18312beb52d375675ab3d3	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c6b89d1132671a1c393b1aef2da19678	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
850c8d21486250d64a37cd216258b52d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d85c864aef08463b732dcc94d6874b14	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
531f962e4c40c631c6ac8228a2af04c4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f81e4bc8103744c586d8abef3c96c0ac	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
11fb0c3ae9d7d1fa08dd025a98213ef0	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6dc62b3dac29d8036fedd71ca9ac6688	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
7629330d5248ba9325fc5948a4a44a70	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
713388935903992c8f498fd9092d0be6	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
e16fdc5f5a29efc0bdf38be939f1fd66	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
bf1f3259c44e8a920bef3b0b426370ef	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
96bd6bdcd266489d5d47b38ff4b6f499	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6a92a5358dade4afd4280dfe4bc66aa0	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1ecc94571928274a4e547a6c0910fb1d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
8250e4941265c83175b63bc4d7e441fd	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c4ba852e3bf0a1efe2b7bcf0011eb821	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f6ea85bd55706a7a9a3051c33ad47a28	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
21ef3f4bb0a75cff045637dd55eda3b6	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b7236f58acce76e91293ab381e1dd71b	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ad145b5c8b7c9b7ffb1c647fa0da640d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
385634f084992aae3e2167a421e97aa5	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
10f0461cb8a244c14aa2fb73e127e9e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ae17c5019229274c50a59a0b3ae7f2df	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
4f9399631f0546074162abc300137325	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
815106c78cd7711be8510aa84b89c8d3	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a84b561981e0fc2076b94fa93414f679	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a1d4ea124d36a3e4968aab975ba8b6cf	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
39a738a364c76c307f2a5a92876693b8	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
805907d47d37dc3ac94feb7e01d9ac76	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
93bda56447695455fc53c71ccd97b7c1	NA	NA	0.653316671758362	0.19439119352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c546b58e0aaf0f82e7e278940d2cbaa9	NA	NA	0.649011829031835	0.12861681352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
00eca79215fa101499860d17226f7a81	NA	1	0.664610353024417	0.06053130352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
0197b93af3ce360d67eed0a6659c73fa	NA	1	0.667752964399281	0.05058765704	99.59	NA	NA	NA	NA	mine	NA	NA	grey	red
d9ee311879cf471912d38039b99ad73b	NA	1	0.662586455582426	0.07060394352	98.814	NA	NA	NA	NA	mine	NA	NA	grey	red
a1b2b1e570d1630b06193d403b489e03	NA	1	0.664607119757056	0.06054429352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
fa0bfc5b671a0016df8fd1840f314bab	NA	1	0.667752964399281	0.05058765704	99.605	NA	NA	NA	NA	mine	NA	NA	grey	red
627ca3322d9ab8f82026242e3b1494b9	NA	1	0.664610731482657	0.06052978352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
b0da6693c365304f34067f79b3453a10	NA	0	0.659743202486903	0.10349704352	98.283	NA	NA	NA	NA	mine	NA	NA	grey	red
8198ce2302f9d5cf2f275a20bd44c64e	NA	1	0.664601779926082	0.06056576352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
a974b683eb921f25a13777dc58a74b8d	NA	1	0.664608849406906	0.06053734352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
100784c028583e2f7bab4426da1421cf	NA	1	0.664608354099327	0.06053933352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
91d5915bf751a40ab77c9fab2ee913d8	NA	1	0.664610415269058	0.06053105352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
3797eef18946130fb3cbf13c7da0d4ef	NA	1	0.664608978841329	0.06053682352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
45b6895859d447a24c90cfee687ad502	NA	1	0.664592296873617	0.06060394352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
6e953966cc870d4acfdc7bbc21d8a4f2	NA	1	0.664834369644651	0.05964934352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
8aea50e09ca1b87634390163e4882644	NA	0.4	0.42256269165284	0.01007721352	99.605	NA	NA	NA	NA	mine	NA	NA	grey	red
99c7f85fc9ace254554faaba8bb5f163	NA	NA	0.65622524597011	0.26788991352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f9c1c7de158ab4d555ec46bec26478f1	NA	NA	0.588469654802873	0.43038118704	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
32f6ff754ab9e402f6dddcfd36dbfad7	NA	NA	1	0.48597804704	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1788b00cd86e26518c9c9a4fbe81d572	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
03b7a8de22a85fe1b508f6728ab48812	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1d9ac519c5f00e912195adab4ae8cd10	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
dac473d7560f1d9853ae3940e601aeca	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ba8c564b5e41b3c7f56697e7d7132fbf	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
8e2131c12d7b74bf8a35b0aec9de8f58	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ffd660f96ba6668b2d8d86fc4e150862	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b9263138f1f707730773b9cea3a252eb	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
55e27503603e6b5d00fcbe6507ad0fb4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d40381ab00438d8e99b40118791c3ff3	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
e3feb42cfc39c1cb2c5d22238fe4a3de	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
8612a638846acf832935cb932a1f0398	NA	NA	0.606063964777494	0.19044189852	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
11d3f2b689f394bd7a19819d36b3841b	NA	NA	0.653292936961606	0.444672315	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b724aa38d1d0b61571fd11ac1f42ce55	NA	NA	0.520098611368933	0.372941025	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
3337adcc87aba37e998539ae6d436b95	NA	NA	0.597215563796733	0.12650682	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
289811f7d4d770d3aafc67c5f8983af6	NA	1	0.59786784269226	0.20420332	100	NA	NA	NA	NA	mine	NA	NA	grey	red
a632a30f5de030de08f844561b492ea3	NA	1	0.597984412689369	0.21389783	99.528	NA	NA	NA	NA	mine	NA	NA	grey	red
bc431c89a772c41702da1f61762db9fb	NA	NA	0.597945849518967	0.21069803	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
3c8da247d48520e34a0002998b21af29	1	0	0.506543708274423	0.02467982352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
03de62b28492de373de4e52fcba457da	1	0	0.390679211632598	0.00959444352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
fff135b9b945b8d29d6eaf6dbcf73f78	1	0	0.389766729372853	0.00952947352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
400ec04701c363c976a3dcd8653d15c0	NA	NA	0.565226139130183	0.09198771352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a284cd0d08abae3ef0e040fc44ada7d8	1	0	0.47146070333485	0.01914531352	99.209	97.647	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
17ebb340ff76d90b4a768744e44006aa	1	0	0.389742320702154	0.00952774352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
e61a7bc42a30f0ca4f170b5e3f6cad0c	1	0	0	0	100	98.431	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
68c28952596fb29f4486bb83892a6e85	1	0	0.389742320702154	0.00952774352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
e865eaffe35d57b9831a1adeed344a1d	1	0	0.502045286774962	0.02707575573	99.209	97.647	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
a0e5366beeb68a6b91d921f9dbb61439	1	0	0.39069456439467	0.00959544352	99.605	98.039	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
892a0fc53b26d6a2c193d145b2464da7	1	1	1	0	99.605	99.606	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
60ebb4e6b032f25eca3143ac20f5ccf7	1	1	0.599234101952422	0.05792106	99.209	99.213	20D-27F_E02.ab1	NA	NA	mine	NA	NA	grey	red
6a501d6c7a60b779295c49bc2f2bb033	1	0.6875	0.662524236503987	0.02139319352	99.209	99.2	50B-27F_D11.ab1	NA	NA	mine	NA	NA	grey	red
2e464821db802864962fd1d3a77dfe04	NA	NA	0.601238784987773	0.16838393	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
66e5573f57186d87880341afd62978fc	NA	NA	1	0.43556842352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d9e3402b7507b259d048c4947e5983cf	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
dfd596fedc01a089c66b8f56da15b60f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
82111040033564e4025c866576f05fe4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5e38583e2e7c35a3ffe9d824710eea39	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d53bcd97696b77e7d10037be57cc8653	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
eccd9a63335490600e8ae94b5d207f63	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5a0aea1605f758d7fb4acabb61d0cbeb	NA	NA	1	0.26912214352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
66e73b1cb334f93dff760b95f15d23b7	NA	NA	1	0.45201391704	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
7092615eae9daa6c659bf22a908701e3	NA	NA	1	0.29221107704	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
0244a348b17bc4324c321a5727835a33	NA	NA	1	0.49988987352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
fe7b5b769375b837bb6d4bfa6dee234f	NA	NA	1	0.47460725704	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d2abbbbea9ecad46509cc1f64dfeace1	NA	NA	1	0.40411244352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
6161a6ad10721ba5d69fe0b7640a7138	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
56b098a11edb0575e70c2b59a90daf79	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
89a753c722d7f4d8efbfc87fdb6d379f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5b15c592213afc55a47c3e521e0f51e6	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
b9798ed0cbb0895bf539a509126e60a7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
651a032a4d91ca43b13549f6057e0baf	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5c35c9c4620455c1962379e7d20c6ac9	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
bde4fa1032742e0676378b3f6e10de26	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d86c6987d2f74469ea2c6af4680362c7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
528aac2ffcbe56eac0ca91d1d3a7e54c	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ac4992288cadfccab42ee0b5b68cd50d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
9e6c957ecebd4617b5f786de0a657988	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
2b05a6e9e6c580f7fc168a5bbb29de2d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
152af559365587e5c4262486510394d4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d72d042711dbdcf31d1af5868b0966e2	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d7d8c3e3bb0d39b4fb5bbc8123d8e1ec	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
2cd00ea627d63b6c55af5d1d65a6cd44	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
eb2625c1474f98f554b002fcd5d1088e	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c39ea129388a077989abed2081b5fe88	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
32c2813e007605e5334820b030d032e3	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
20b6cb22d0f2165dc2daf2a80c59db85	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
025f8d52bf0fe507d3355b96f306b99b	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ee28c77c9fa1ef3ffb65a549a4dc341c	NA	NA	0	0.44046286	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
1a8bf783a87a6623338d0e073ce8aece	NA	NA	0	0.44046286	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
9ce7e697367499c26f59258e4719af51	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
0a2c6fc0183c2ff6a349ffbbae784e36	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
e3ff764bda6046d5c709e54d1c8129aa	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
032dce24fc4e90cfd0a95227ed5ae03f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
36ba3496c18e5080628561481ce259a7	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
cb5b9907447a49154182dee3ea78d16e	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
e9c85873ff1345e21e1e95d4c1560434	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
a6fd8aeb3e66c90427be07bc5e9782a4	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f8b8173289056f3442317b4669562a60	NA	NA	1	0.1991687	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
2f233548be2842ce6b01d3181f616d1d	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
5df390383de1546795d7c52202910504	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
296448439c426eb09ead73f8cdc04918	NA	0	0.960654829137989	0.28404706352	98.295	NA	NA	NA	NA	mine	NA	NA	grey	red
87d2fa67ff0a8c3c11ab8002543f6c74	NA	NA	0.937342189190844	0.02248879352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
0f97b8939bd0706a03f22b4046a2bca7	1	1	0.89690105363548	0.01145201352	99.605	97.255	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
a0c02d58dde7f5fc4ed5e62ab114f788	1	1	0.896800013786391	0.011423659418	99.605	97.255	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
dcba105f35d8ebc9e22269c7491ad3a7	1	1	1	0	100	97.647	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
4c4bc340e8493a6abb3aea30a3ba5c95	NA	1	0.9522012026031	0.10556935352	97.797	NA	NA	NA	NA	mine	NA	NA	grey	red
69ea7172149c9c08d44bf3cedf756f51	1	1	0.953275165439524	0.11858676704	99.605	97.255	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
12ba51646863cc15c3a95f028b097a53	NA	1	0.94701569248096	0.06771606352	98.305	NA	NA	NA	NA	mine	NA	NA	grey	red
0bc60561d65da4eee4c82acbbc50ae76	1	1	0.938403658928653	0.05698033352	99.605	97.255	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
968073a15680cb56fc9373b548737426	1	1	0.935313691939812	0.04555864704	100	97.541	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
8986ca4f25fb02ca2df89704f01cba12	NA	1	0.95004984604713	0.08607691352	98.729	NA	NA	NA	NA	mine	NA	NA	grey	red
d0f63024e4d26ed588ea8a0c75c2ac69	NA	1	0.926657699336072	0.02905437352	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
86503204f2ee90127aa409e4309896a7	NA	1	0.939151609157978	0.06072255352	97.628	NA	NA	NA	NA	mine	NA	NA	grey	red
56c54a23e695e111eab4d2d066f79679	1	1	0.941315466320644	0.03718361704	99.605	97.255	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
d84634cd238b9645fe8281cafbdf2250	NA	NA	0.959581585716355	0.22239838352	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
0fad5c45f838335129dda362d6c8714d	NA	1	0.94596102441057	0.06803160652	99.209	NA	NA	NA	NA	mine	NA	NA	grey	red
8184814db8b5d5b6ac18492191bc4f39	1	0.928571428571429	0.961364490509181	0.00835520704	100	98.204	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
fb67b286b0f781b0de13d50179318995	1	1	1	0	100	98.824	33B-27F_G11.ab1	NA	NA	mine	NA	NA	grey	red
08df7256913449556cabc909d5778985	NA	1	0.962229857165135	0.37455795352	98.773	NA	NA	NA	NA	mine	NA	NA	grey	red
07c696568bb976ecf272d519280d0b0b	NA	0	0.961108802985558	0.41033735352	98.286	NA	NA	NA	NA	mine	NA	NA	grey	red
fc87969883bce7965db40479aefa7132	NA	0	0.768309498275234	0.31217207352	98.343	NA	NA	NA	NA	mine	NA	NA	grey	red
d8f95235d3fa54513e8664b9f34a0fa2	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
ecf4e5c45186b05abbcb37ecfd7b7803	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d93b631b2c8ae78feab498aab5605d4b	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
4e93f536e013abf3da643d9fce63dc4c	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
07c9fb4a8568a69387c46c6fa8936f0f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
27e8a289c9a8d4275addcc845ed80112	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
cdfb2c9e02e4f387c02256cafdcbeeec	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
95b91385c5b10c90d30aa2229eb4ae0f	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
f2cfb17c4baf2e30d9609a42887acb64	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
11d657d831fc4c91a4dce4707782fa1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
c2ae7664b712d10ccee41182f6c3729e	NA	0.714285714285714	NA	NA	99.415	97.688	32F-27F_G06.ab1	NA	NA	mine	NA	NA	grey	red
27f52e341b497aa9630a286ab8fd1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
d841e9d303a1de62d769e506186a51e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	mine	NA	NA	grey	red
